slide_id,Target
0b4e8ffa-bba3-11e8-b2b9-ac1f6b6435d0,6
0b504976-bbad-11e8-b2ba-ac1f6b6435d0,4
0b517ef0-bb9d-11e8-b2b9-ac1f6b6435d0,12 25 0
0b52384c-bb9b-11e8-b2b9-ac1f6b6435d0,22
0b566a36-bbc6-11e8-b2bc-ac1f6b6435d0,5
0b62f948-bbaa-11e8-b2ba-ac1f6b6435d0,13 2
0b67a000-bb9c-11e8-b2b9-ac1f6b6435d0,18
0b67cc3c-bbc0-11e8-b2bb-ac1f6b6435d0,25 3
0b6eb490-bbaf-11e8-b2ba-ac1f6b6435d0,2 3 0
0b6f5344-bbb6-11e8-b2ba-ac1f6b6435d0,18
0b72650a-bba4-11e8-b2b9-ac1f6b6435d0,16 7
0b7286d0-bbb7-11e8-b2ba-ac1f6b6435d0,0
0b728cca-bbc1-11e8-b2bb-ac1f6b6435d0,4
0b741144-bba8-11e8-b2ba-ac1f6b6435d0,5
0b780c0c-bbb9-11e8-b2ba-ac1f6b6435d0,25
0b7a5204-bbb5-11e8-b2ba-ac1f6b6435d0,4
0b81b97e-bb9f-11e8-b2b9-ac1f6b6435d0,14
0b844cc0-bb9f-11e8-b2b9-ac1f6b6435d0,7
0b89204a-bbbf-11e8-b2ba-ac1f6b6435d0,13
0b8a52a0-bbae-11e8-b2ba-ac1f6b6435d0,3
0b8b42f0-bbbd-11e8-b2ba-ac1f6b6435d0,2 0
0b8bec5a-bbb3-11e8-b2ba-ac1f6b6435d0,25 11 2 0
0b8c3478-bbbb-11e8-b2ba-ac1f6b6435d0,2 0
0b8d5f8c-bba8-11e8-b2ba-ac1f6b6435d0,25 0
0b8fda26-bbaf-11e8-b2ba-ac1f6b6435d0,2 0
0b936016-bba9-11e8-b2ba-ac1f6b6435d0,0
0b93e320-bb9e-11e8-b2b9-ac1f6b6435d0,2 0
0b93fa74-bba1-11e8-b2b9-ac1f6b6435d0,23
0b94e4c0-bbc4-11e8-b2bc-ac1f6b6435d0,14
0b973b94-bb9c-11e8-b2b9-ac1f6b6435d0,25 5
0b97ef78-bbb3-11e8-b2ba-ac1f6b6435d0,25 7 0
0b9f5988-bba0-11e8-b2b9-ac1f6b6435d0,11 5 0
0ba299c4-bbbc-11e8-b2ba-ac1f6b6435d0,2
0ba6d23c-bba3-11e8-b2b9-ac1f6b6435d0,0
0baa3cee-bbc4-11e8-b2bc-ac1f6b6435d0,23 0
0bac09e6-bb9e-11e8-b2b9-ac1f6b6435d0,25 21
0bac19d6-bbc1-11e8-b2bb-ac1f6b6435d0,25 18
0bad3030-bba5-11e8-b2ba-ac1f6b6435d0,21
0bb37f3e-bbb5-11e8-b2ba-ac1f6b6435d0,25 7 0
0bb5186a-bbc6-11e8-b2bc-ac1f6b6435d0,3 0
0bb59eb4-bbb4-11e8-b2ba-ac1f6b6435d0,25 7
0bbad1dc-bba9-11e8-b2ba-ac1f6b6435d0,19
0bbae852-bbae-11e8-b2ba-ac1f6b6435d0,19 25
0bbcd45a-bbc2-11e8-b2bb-ac1f6b6435d0,25 0
0bbd8a84-bbc8-11e8-b2bc-ac1f6b6435d0,23
0bbef1fa-bbb7-11e8-b2ba-ac1f6b6435d0,25 0
0bc0c36c-bbc7-11e8-b2bc-ac1f6b6435d0,3
0bc24d9e-bbb9-11e8-b2ba-ac1f6b6435d0,1 0
0bc2c0a2-bbc9-11e8-b2bc-ac1f6b6435d0,25 7
0bc3dbe0-bbbf-11e8-b2ba-ac1f6b6435d0,25
0bcba94e-bb9a-11e8-b2b9-ac1f6b6435d0,5 0
0bcc566e-bbbd-11e8-b2ba-ac1f6b6435d0,25 7
0bd30b9a-bbb7-11e8-b2ba-ac1f6b6435d0,13 0
0bd8e2ce-bbba-11e8-b2ba-ac1f6b6435d0,25 21
0bdc3bf8-bbca-11e8-b2bc-ac1f6b6435d0,25
0bde66fa-bbb4-11e8-b2ba-ac1f6b6435d0,25 0
0be02cc6-bba8-11e8-b2ba-ac1f6b6435d0,5
0be1d9d2-bba2-11e8-b2b9-ac1f6b6435d0,6
0be53842-bbad-11e8-b2ba-ac1f6b6435d0,23
0be5816c-bbc6-11e8-b2bc-ac1f6b6435d0,25 0
0beae432-bbbb-11e8-b2ba-ac1f6b6435d0,7 0 21
0bec1336-bbc3-11e8-b2bc-ac1f6b6435d0,25 6 2
0bedac26-bb9d-11e8-b2b9-ac1f6b6435d0,19
0bee0bbc-bba7-11e8-b2ba-ac1f6b6435d0,1 4
0bf7bcde-bb9d-11e8-b2b9-ac1f6b6435d0,25 13
0bf9d7fa-bbaa-11e8-b2ba-ac1f6b6435d0,19 0
0c013c14-bba7-11e8-b2ba-ac1f6b6435d0,4
0c013c60-bbab-11e8-b2ba-ac1f6b6435d0,5
0c044380-bbb3-11e8-b2ba-ac1f6b6435d0,0
0c05db26-bbc9-11e8-b2bc-ac1f6b6435d0,20
0c0a6634-bbc7-11e8-b2bc-ac1f6b6435d0,25
0c0c817a-bbb9-11e8-b2ba-ac1f6b6435d0,25 5
0c101c04-bbc8-11e8-b2bc-ac1f6b6435d0,19 0
0c1aaee0-bbc2-11e8-b2bb-ac1f6b6435d0,25
0c1bce14-bbb9-11e8-b2ba-ac1f6b6435d0,11 3
0c1d7284-bbc1-11e8-b2bb-ac1f6b6435d0,25 5
0c20be96-bbc9-11e8-b2bc-ac1f6b6435d0,0
0c21f2d6-bbbd-11e8-b2ba-ac1f6b6435d0,2 0
0c2246d8-bbb2-11e8-b2ba-ac1f6b6435d0,25 0
0c22c16c-bbc6-11e8-b2bc-ac1f6b6435d0,5
0c24b4b8-bba3-11e8-b2b9-ac1f6b6435d0,23 0
0c24b750-bbbd-11e8-b2ba-ac1f6b6435d0,23
0c290610-bbaf-11e8-b2ba-ac1f6b6435d0,0 21
0c2a46ea-bbc5-11e8-b2bc-ac1f6b6435d0,25 23
0c303d30-bbb0-11e8-b2ba-ac1f6b6435d0,21
0c30d644-bbad-11e8-b2ba-ac1f6b6435d0,23 4
0c37e6b6-bbb5-11e8-b2ba-ac1f6b6435d0,6
0c396ffa-bbb4-11e8-b2ba-ac1f6b6435d0,3
0c3c2d7e-bba7-11e8-b2ba-ac1f6b6435d0,0
0c3c5086-bbb8-11e8-b2ba-ac1f6b6435d0,25 7
0c3c58a6-bbc2-11e8-b2bb-ac1f6b6435d0,25 6
0c3db39c-bbb6-11e8-b2ba-ac1f6b6435d0,3 0
0c3edb5e-bbad-11e8-b2ba-ac1f6b6435d0,25 21
0c3fc23e-bba4-11e8-b2b9-ac1f6b6435d0,0
0c40d58a-bb9e-11e8-b2b9-ac1f6b6435d0,6
0c414472-bbbf-11e8-b2ba-ac1f6b6435d0,25 2 0
0c421fc4-bba5-11e8-b2ba-ac1f6b6435d0,25
0c432670-bbc4-11e8-b2bc-ac1f6b6435d0,6
0c4335f8-bbbe-11e8-b2ba-ac1f6b6435d0,4
0c495fb4-bbb4-11e8-b2ba-ac1f6b6435d0,6
0c4a16ca-bb9b-11e8-b2b9-ac1f6b6435d0,7 0
0c55824c-bbb1-11e8-b2ba-ac1f6b6435d0,23
0c55caf6-bba5-11e8-b2ba-ac1f6b6435d0,19 0
0c56a5b4-bb9d-11e8-b2b9-ac1f6b6435d0,7
0c587bc6-bba9-11e8-b2ba-ac1f6b6435d0,25 14 2
0c595c0e-bbc1-11e8-b2bb-ac1f6b6435d0,7 2
0c5b0cb8-bbbf-11e8-b2ba-ac1f6b6435d0,0
0c5bacdc-bb9b-11e8-b2b9-ac1f6b6435d0,12
0c5dc01e-bbc1-11e8-b2bb-ac1f6b6435d0,7 0
0c5f587c-bbab-11e8-b2ba-ac1f6b6435d0,2
0c621b52-bbc9-11e8-b2bc-ac1f6b6435d0,25 18
0c632d48-bbca-11e8-b2bc-ac1f6b6435d0,5 2
0c635d92-bbc3-11e8-b2bc-ac1f6b6435d0,12 0 21
0c660d68-bb9f-11e8-b2b9-ac1f6b6435d0,16 2 0
0c696148-bba9-11e8-b2ba-ac1f6b6435d0,25 1 0
0c69d568-bbbf-11e8-b2ba-ac1f6b6435d0,7
0c6a0c1c-bbc5-11e8-b2bc-ac1f6b6435d0,7
0c6cf3ae-bba8-11e8-b2ba-ac1f6b6435d0,4
0c6f5926-bbbe-11e8-b2ba-ac1f6b6435d0,0
0c6f99de-bb9d-11e8-b2b9-ac1f6b6435d0,25 14 0
0c70d5e4-bbb9-11e8-b2ba-ac1f6b6435d0,23
0c739c70-bbbe-11e8-b2ba-ac1f6b6435d0,14
0c75edd2-bbae-11e8-b2ba-ac1f6b6435d0,25 0
0c766e8e-bbad-11e8-b2ba-ac1f6b6435d0,7
0c7be93a-bbc2-11e8-b2bb-ac1f6b6435d0,25
0c7cb736-bbca-11e8-b2bc-ac1f6b6435d0,18 23 0 21
0c7e4d56-bbb8-11e8-b2ba-ac1f6b6435d0,21
0c7f4a4a-bba3-11e8-b2b9-ac1f6b6435d0,25 21
0c7f65fa-bb9b-11e8-b2b9-ac1f6b6435d0,23
0c809582-bba6-11e8-b2ba-ac1f6b6435d0,12 25 21
0c8114ac-bba2-11e8-b2b9-ac1f6b6435d0,7 0
0c819b2a-bba7-11e8-b2ba-ac1f6b6435d0,7 0
0c849bfa-bba1-11e8-b2b9-ac1f6b6435d0,2 0
0c84a6ae-bbc4-11e8-b2bc-ac1f6b6435d0,0 21
0c8996d4-bba4-11e8-b2b9-ac1f6b6435d0,19 25 0
0c8ac3fe-bba6-11e8-b2ba-ac1f6b6435d0,25 21
0c8cbc2a-bbb7-11e8-b2ba-ac1f6b6435d0,11
0c915152-bbaf-11e8-b2ba-ac1f6b6435d0,7
0c9265f0-bba1-11e8-b2b9-ac1f6b6435d0,0
0c92675e-bbb9-11e8-b2ba-ac1f6b6435d0,16 14
0c966a60-bbc9-11e8-b2bc-ac1f6b6435d0,11
0c9a9148-bbb6-11e8-b2ba-ac1f6b6435d0,25 14
0c9c30da-bbbf-11e8-b2ba-ac1f6b6435d0,0
0c9cf542-bbc4-11e8-b2bc-ac1f6b6435d0,3
0ca06d56-bb9e-11e8-b2b9-ac1f6b6435d0,0
0ca495de-bbc1-11e8-b2bb-ac1f6b6435d0,0 21
0ca8c2e8-bb9f-11e8-b2b9-ac1f6b6435d0,0
0cab66e4-bbbb-11e8-b2ba-ac1f6b6435d0,25 21
0cac0d3c-bba3-11e8-b2b9-ac1f6b6435d0,25
0cb08b76-bbc3-11e8-b2bc-ac1f6b6435d0,1 0
0cb0fab2-bba9-11e8-b2ba-ac1f6b6435d0,19 4
0cb27700-bba6-11e8-b2ba-ac1f6b6435d0,25 0 21
0cb39c82-bba8-11e8-b2ba-ac1f6b6435d0,25 0
0cb9c400-bbc0-11e8-b2bb-ac1f6b6435d0,25 5 0
0cbc55bc-bbac-11e8-b2ba-ac1f6b6435d0,13 1 0
0cbd6c5e-bba2-11e8-b2b9-ac1f6b6435d0,1 0 21
0cc2abdc-bbad-11e8-b2ba-ac1f6b6435d0,23 0
0cc5182a-bba0-11e8-b2b9-ac1f6b6435d0,0
0cc74c8a-bba5-11e8-b2ba-ac1f6b6435d0,7
0cc765d6-bba4-11e8-b2b9-ac1f6b6435d0,1 0
0ccc4c36-bbae-11e8-b2ba-ac1f6b6435d0,4
0cce4f7a-bbba-11e8-b2ba-ac1f6b6435d0,0
0cce5ab6-bb9b-11e8-b2b9-ac1f6b6435d0,7
0cd076ea-bbbc-11e8-b2ba-ac1f6b6435d0,25 2 0
0cd428ca-bbc2-11e8-b2bb-ac1f6b6435d0,25 3
0cd484e6-bbb8-11e8-b2ba-ac1f6b6435d0,23
0cd56794-bbb8-11e8-b2ba-ac1f6b6435d0,19
0cd92bf2-bbab-11e8-b2ba-ac1f6b6435d0,14
0cd9481a-bbb7-11e8-b2ba-ac1f6b6435d0,0
0cdcf156-bbb0-11e8-b2ba-ac1f6b6435d0,12 5
0ce02bbe-bbb0-11e8-b2ba-ac1f6b6435d0,25 4 21
0ce8fcd2-bbc7-11e8-b2bc-ac1f6b6435d0,2
0ceb91f8-bba5-11e8-b2ba-ac1f6b6435d0,5
0cef0266-bbaa-11e8-b2ba-ac1f6b6435d0,0
0cefaacc-bbc3-11e8-b2bc-ac1f6b6435d0,0 21
0cf1cfe2-bb9a-11e8-b2b9-ac1f6b6435d0,25 18 0
0cf202d4-bbc5-11e8-b2bc-ac1f6b6435d0,0
0cf36c82-bbca-11e8-b2bc-ac1f6b6435d0,25 23 0
0cf89312-bba0-11e8-b2b9-ac1f6b6435d0,25 7 0
0cf9fe9a-bba1-11e8-b2b9-ac1f6b6435d0,7
0cfbad10-bbb7-11e8-b2ba-ac1f6b6435d0,0
0d00856e-bba9-11e8-b2ba-ac1f6b6435d0,23
0d00a76a-bb9f-11e8-b2b9-ac1f6b6435d0,0
0d033276-bb9c-11e8-b2b9-ac1f6b6435d0,1 2
0d0343c0-bbaf-11e8-b2ba-ac1f6b6435d0,12 19
0d039bce-bbbc-11e8-b2ba-ac1f6b6435d0,5
0d059bc4-bbab-11e8-b2ba-ac1f6b6435d0,23
0d084784-bbb5-11e8-b2ba-ac1f6b6435d0,21
0d0e3bfe-bbc3-11e8-b2bc-ac1f6b6435d0,12
0d0e9e62-bbc5-11e8-b2bc-ac1f6b6435d0,23
0d0f30d8-bb9e-11e8-b2b9-ac1f6b6435d0,24
0d1000f8-bbc1-11e8-b2bb-ac1f6b6435d0,22 5
0d1445ea-bbbd-11e8-b2ba-ac1f6b6435d0,7
0d1614fe-bbbf-11e8-b2ba-ac1f6b6435d0,21
0d17b49e-bba6-11e8-b2ba-ac1f6b6435d0,0
0d188b6c-bbc9-11e8-b2bc-ac1f6b6435d0,5 0
0d1be0a8-bba3-11e8-b2b9-ac1f6b6435d0,0
0d1daa5e-bbc7-11e8-b2bc-ac1f6b6435d0,18 17 21
0d1ec038-bbae-11e8-b2ba-ac1f6b6435d0,7
0d1ed0e0-bbbe-11e8-b2ba-ac1f6b6435d0,3 0
0d1f1f60-bbc7-11e8-b2bc-ac1f6b6435d0,26
0d2253f6-bbc2-11e8-b2bb-ac1f6b6435d0,25 0
0d26d80a-bbc1-11e8-b2bb-ac1f6b6435d0,26 0
0d2e7700-bbc0-11e8-b2bb-ac1f6b6435d0,12
0d3658e4-bbc5-11e8-b2bc-ac1f6b6435d0,12
0d37ba84-bbc2-11e8-b2bb-ac1f6b6435d0,5
0d38f85c-bbba-11e8-b2ba-ac1f6b6435d0,0
0d3cd1a6-bbca-11e8-b2bc-ac1f6b6435d0,22 0
0d3d08ae-bba9-11e8-b2ba-ac1f6b6435d0,22 2 0
0d3d7f56-bbb2-11e8-b2ba-ac1f6b6435d0,11
0d3eb548-bbc5-11e8-b2bc-ac1f6b6435d0,0
0d42d4c2-bbaa-11e8-b2ba-ac1f6b6435d0,23
0d43a2e2-bbb1-11e8-b2ba-ac1f6b6435d0,17 5
0d43ae1e-bba1-11e8-b2b9-ac1f6b6435d0,25
0d4d523c-bbb2-11e8-b2ba-ac1f6b6435d0,3
0d4d6db6-bbbd-11e8-b2ba-ac1f6b6435d0,25 18 17
0d5185ec-bbbb-11e8-b2ba-ac1f6b6435d0,6 2
0d522972-bbc8-11e8-b2bc-ac1f6b6435d0,3
0d53ebb4-bb9a-11e8-b2b9-ac1f6b6435d0,16
0d545ce8-bbae-11e8-b2ba-ac1f6b6435d0,26 4
0d59ed6e-bbc4-11e8-b2bc-ac1f6b6435d0,4 21
0d5b2b08-bbaf-11e8-b2ba-ac1f6b6435d0,26
0d618a92-bbb0-11e8-b2ba-ac1f6b6435d0,25 2
0d621fd6-bbb3-11e8-b2ba-ac1f6b6435d0,25 4
0d6da8f8-bbb6-11e8-b2ba-ac1f6b6435d0,25 2
0d6ea828-bbb3-11e8-b2ba-ac1f6b6435d0,23
0d6f9fb8-bbbc-11e8-b2ba-ac1f6b6435d0,23
0d712b96-bbab-11e8-b2ba-ac1f6b6435d0,23
0d716f64-bbc1-11e8-b2bb-ac1f6b6435d0,0
0d7846f6-bbb5-11e8-b2ba-ac1f6b6435d0,23 0
0d78584a-bbc3-11e8-b2bc-ac1f6b6435d0,25 1
0d7c2e1c-bba9-11e8-b2ba-ac1f6b6435d0,25 23 2
0d7d833a-bba3-11e8-b2b9-ac1f6b6435d0,25 23 0
0d7e5510-bbaf-11e8-b2ba-ac1f6b6435d0,2 0
0d7e560c-bbbc-11e8-b2ba-ac1f6b6435d0,4 0
0d7e8238-bbbe-11e8-b2ba-ac1f6b6435d0,25 2
0d7ea198-bbc6-11e8-b2bc-ac1f6b6435d0,25 0
0d8129d8-bbba-11e8-b2ba-ac1f6b6435d0,11
0d858328-bbc6-11e8-b2bc-ac1f6b6435d0,19 0
0d8964f2-bba3-11e8-b2b9-ac1f6b6435d0,2 0
0d8a5134-bb9c-11e8-b2b9-ac1f6b6435d0,23
0d8ee1d0-bbb1-11e8-b2ba-ac1f6b6435d0,6 7
0d91024a-bbc4-11e8-b2bc-ac1f6b6435d0,11 21
0d95ba48-bbb4-11e8-b2ba-ac1f6b6435d0,25 13 21
0d98419a-bbba-11e8-b2ba-ac1f6b6435d0,25 18 0
0d99cfa8-bbc7-11e8-b2bc-ac1f6b6435d0,12 7 0
0d9b10e6-bbba-11e8-b2ba-ac1f6b6435d0,2 0
0da39a58-bbc0-11e8-b2bb-ac1f6b6435d0,3 0
0da5e6c6-bbb8-11e8-b2ba-ac1f6b6435d0,25 2 0
0da968fe-bbbe-11e8-b2ba-ac1f6b6435d0,22 25 21
0db32fb6-bbb3-11e8-b2ba-ac1f6b6435d0,11 5
0db4737a-bbaf-11e8-b2ba-ac1f6b6435d0,7
0db6227c-bbbb-11e8-b2ba-ac1f6b6435d0,18 0
0db64566-bbae-11e8-b2ba-ac1f6b6435d0,7 23
0dbbfa28-bbb4-11e8-b2ba-ac1f6b6435d0,0
0dc260b0-bbba-11e8-b2ba-ac1f6b6435d0,25 11
0dc3d912-bba7-11e8-b2ba-ac1f6b6435d0,0
0dc6d720-bbb1-11e8-b2ba-ac1f6b6435d0,21
0dcae53e-bba9-11e8-b2ba-ac1f6b6435d0,1
0dcfbdf8-bbb2-11e8-b2ba-ac1f6b6435d0,3 0
0dd00a36-bbb4-11e8-b2ba-ac1f6b6435d0,25 0
0dd06480-bbc9-11e8-b2bc-ac1f6b6435d0,23 0
0dd0a50e-bbaa-11e8-b2ba-ac1f6b6435d0,25 0
0dd56ec6-bb9c-11e8-b2b9-ac1f6b6435d0,0
0dd7ea7a-bbba-11e8-b2ba-ac1f6b6435d0,1 0
0dd8f508-bba3-11e8-b2b9-ac1f6b6435d0,23
0ddad448-bbaa-11e8-b2ba-ac1f6b6435d0,25 0
0ddce10a-bbb1-11e8-b2ba-ac1f6b6435d0,21
0ddf8a90-bba2-11e8-b2b9-ac1f6b6435d0,25
0de00bf4-bba3-11e8-b2b9-ac1f6b6435d0,24 0
0de0c21c-bbc9-11e8-b2bc-ac1f6b6435d0,7
0de17b6a-bbb2-11e8-b2ba-ac1f6b6435d0,25 21
0deb1942-bbb5-11e8-b2ba-ac1f6b6435d0,25
0df0b3fc-bbb5-11e8-b2ba-ac1f6b6435d0,5
0df0c3aa-bbca-11e8-b2bc-ac1f6b6435d0,14 21
0df2d9f8-bba0-11e8-b2b9-ac1f6b6435d0,0 21
0df5ef4e-bbaf-11e8-b2ba-ac1f6b6435d0,21
0df5fe58-bba5-11e8-b2ba-ac1f6b6435d0,23 0
0df9b3d2-bbc7-11e8-b2bc-ac1f6b6435d0,7
0dfa6a3e-bbbd-11e8-b2ba-ac1f6b6435d0,1
0dfc7cbc-bbc6-11e8-b2bc-ac1f6b6435d0,19
0dfd56d0-bbc3-11e8-b2bc-ac1f6b6435d0,25 4
0dfea524-bba2-11e8-b2b9-ac1f6b6435d0,25 1 0
0e029d2e-bbbf-11e8-b2ba-ac1f6b6435d0,9
0e04c5d2-bbaa-11e8-b2ba-ac1f6b6435d0,0
0e04e9ba-bba3-11e8-b2b9-ac1f6b6435d0,22 16 0
0e051cae-bbc2-11e8-b2bb-ac1f6b6435d0,13 0
0e08b992-bba7-11e8-b2ba-ac1f6b6435d0,4
0e0b78a2-bbc1-11e8-b2bb-ac1f6b6435d0,5
0e15c704-bbc5-11e8-b2bc-ac1f6b6435d0,5
0e1c5e02-bba7-11e8-b2ba-ac1f6b6435d0,23
0e20a772-bbbc-11e8-b2ba-ac1f6b6435d0,0
0e20ec2e-bba2-11e8-b2b9-ac1f6b6435d0,14 21
0e254292-bba7-11e8-b2ba-ac1f6b6435d0,0
0e2624dc-bba7-11e8-b2ba-ac1f6b6435d0,7 0
0e29bcd0-bbc2-11e8-b2bb-ac1f6b6435d0,25 18 0
0e2b2eae-bbbc-11e8-b2ba-ac1f6b6435d0,25 3
0e30a7e2-bbb4-11e8-b2ba-ac1f6b6435d0,14
0e387ffa-bbb2-11e8-b2ba-ac1f6b6435d0,25 0
0e3e3dbc-bba5-11e8-b2ba-ac1f6b6435d0,19
0e4004da-bbaa-11e8-b2ba-ac1f6b6435d0,3 0
0e40a38c-bba9-11e8-b2ba-ac1f6b6435d0,1
0e47e2f4-bbc3-11e8-b2bc-ac1f6b6435d0,21
0e4ce61e-bbc8-11e8-b2bc-ac1f6b6435d0,7 0
0e4e27ee-bba1-11e8-b2b9-ac1f6b6435d0,4
0e4ec642-bbb8-11e8-b2ba-ac1f6b6435d0,0
0e4f82ec-bbb5-11e8-b2ba-ac1f6b6435d0,1
0e529be0-bbb9-11e8-b2ba-ac1f6b6435d0,25
0e546158-bbc5-11e8-b2bc-ac1f6b6435d0,7
0e54f9d0-bb9b-11e8-b2b9-ac1f6b6435d0,7
0e562714-bbb5-11e8-b2ba-ac1f6b6435d0,11 4
0e56e5cc-bbbb-11e8-b2ba-ac1f6b6435d0,25 2 0
0e5cbf62-bbb9-11e8-b2ba-ac1f6b6435d0,25 3 21
0e5cde1e-bba7-11e8-b2ba-ac1f6b6435d0,23
0e63afe6-bbca-11e8-b2bc-ac1f6b6435d0,16 0
0e6638b2-bbc3-11e8-b2bc-ac1f6b6435d0,23
0e686fd6-bba7-11e8-b2ba-ac1f6b6435d0,25 23 2
0e6c61a6-bba5-11e8-b2ba-ac1f6b6435d0,0
0e6fb1cc-bbb3-11e8-b2ba-ac1f6b6435d0,14
0e7093dc-bba2-11e8-b2b9-ac1f6b6435d0,4
0e70a99a-bbbf-11e8-b2ba-ac1f6b6435d0,25
0e74cc90-bba7-11e8-b2ba-ac1f6b6435d0,5
0e75c0ae-bbbc-11e8-b2ba-ac1f6b6435d0,5 0
0e794394-bbaa-11e8-b2ba-ac1f6b6435d0,0 8
0e7c2a56-bbc2-11e8-b2bb-ac1f6b6435d0,25 0
0e7eae4c-bbbe-11e8-b2ba-ac1f6b6435d0,6
0e8024b2-bbc2-11e8-b2bb-ac1f6b6435d0,5
0e85e0b4-bba4-11e8-b2b9-ac1f6b6435d0,22
0e86f6ec-bba5-11e8-b2ba-ac1f6b6435d0,5
0e8764f6-bbaa-11e8-b2ba-ac1f6b6435d0,7
0e881814-bbb5-11e8-b2ba-ac1f6b6435d0,25 0
0e89decc-bbad-11e8-b2ba-ac1f6b6435d0,2
0e8b00e4-bbc7-11e8-b2bc-ac1f6b6435d0,0
0e8be748-bb9a-11e8-b2b9-ac1f6b6435d0,0 21
0e8c2582-bba4-11e8-b2b9-ac1f6b6435d0,3
0e8f51de-bbbe-11e8-b2ba-ac1f6b6435d0,7
0e91c3d2-bba6-11e8-b2ba-ac1f6b6435d0,24
0e947f1e-bbab-11e8-b2ba-ac1f6b6435d0,5
0e962068-bbc8-11e8-b2bc-ac1f6b6435d0,5
0e96a2e6-bbc7-11e8-b2bc-ac1f6b6435d0,2 21
0e970e5e-bbb6-11e8-b2ba-ac1f6b6435d0,7 0
0e970f6e-bba5-11e8-b2ba-ac1f6b6435d0,24 25 0
0e993230-bbaf-11e8-b2ba-ac1f6b6435d0,6
0e9963d8-bbbc-11e8-b2ba-ac1f6b6435d0,25 1 21
0ea2e606-bbb2-11e8-b2ba-ac1f6b6435d0,25 0
0ea513ba-bbab-11e8-b2ba-ac1f6b6435d0,2
0ea51da8-bbb3-11e8-b2ba-ac1f6b6435d0,12
0ea52674-bbb1-11e8-b2ba-ac1f6b6435d0,18
0ea71d6c-bbb1-11e8-b2ba-ac1f6b6435d0,23 1 0
0ea7a47c-bbb0-11e8-b2ba-ac1f6b6435d0,25 2 0
0eab8318-bbc8-11e8-b2bc-ac1f6b6435d0,0
0eabdeb4-bbb2-11e8-b2ba-ac1f6b6435d0,5
0eabe40c-bba0-11e8-b2b9-ac1f6b6435d0,2 0
0eb09c60-bbc6-11e8-b2bc-ac1f6b6435d0,25 0
0eb41896-bbbb-11e8-b2ba-ac1f6b6435d0,25 0
0eb6e8b4-bbb6-11e8-b2ba-ac1f6b6435d0,25 0
0eb6f224-bbb5-11e8-b2ba-ac1f6b6435d0,7
0eb6f4e4-bbc0-11e8-b2bb-ac1f6b6435d0,1 21
0eb8703e-bba8-11e8-b2ba-ac1f6b6435d0,22 21
0ebd689e-bbc8-11e8-b2bc-ac1f6b6435d0,16 25 17 0
0ebe9d58-bbba-11e8-b2ba-ac1f6b6435d0,0 21
0ec06b0c-bbb9-11e8-b2ba-ac1f6b6435d0,3
0ec3ec8c-bb9b-11e8-b2b9-ac1f6b6435d0,23 0
0ec6a0e0-bba4-11e8-b2b9-ac1f6b6435d0,14 0
0ec74d30-bba2-11e8-b2b9-ac1f6b6435d0,25 0
0ecb5c9c-bbb4-11e8-b2ba-ac1f6b6435d0,0
0ecbdf22-bbab-11e8-b2ba-ac1f6b6435d0,25 0
0ecc6caa-bba4-11e8-b2b9-ac1f6b6435d0,21
0ed058de-bbb2-11e8-b2ba-ac1f6b6435d0,0
0ed2e6ca-bbc2-11e8-b2bb-ac1f6b6435d0,11
0ed3a1e0-bbaa-11e8-b2ba-ac1f6b6435d0,13
0ed62d36-bba8-11e8-b2ba-ac1f6b6435d0,25 5
0ed7c2bc-bb9f-11e8-b2b9-ac1f6b6435d0,0
0ed8c876-bbac-11e8-b2ba-ac1f6b6435d0,25 18
0edcd982-bbc2-11e8-b2bb-ac1f6b6435d0,25 3 0
0edd1d4e-bbc6-11e8-b2bc-ac1f6b6435d0,21
0edd5a08-bbac-11e8-b2ba-ac1f6b6435d0,4
0ede2ade-bba5-11e8-b2ba-ac1f6b6435d0,25 23 21
0ede5788-bbc9-11e8-b2bc-ac1f6b6435d0,23 2
0ee4552e-bbbb-11e8-b2ba-ac1f6b6435d0,25 0 21
0ee4dee0-bbc0-11e8-b2bb-ac1f6b6435d0,12 21
0ee628fc-bba9-11e8-b2ba-ac1f6b6435d0,5
0ee62e04-bbab-11e8-b2ba-ac1f6b6435d0,4
0ee6d14e-bbc7-11e8-b2bc-ac1f6b6435d0,21
0ee73a3a-bbb3-11e8-b2ba-ac1f6b6435d0,7
0ee8b3b8-bbba-11e8-b2ba-ac1f6b6435d0,22 25 7 0
0ee8e984-bba4-11e8-b2b9-ac1f6b6435d0,23
0eedcdca-bb9d-11e8-b2b9-ac1f6b6435d0,21
0ef7bda6-bbbd-11e8-b2ba-ac1f6b6435d0,25 6
0ef8272e-bbb2-11e8-b2ba-ac1f6b6435d0,21
0ef97c82-bb9e-11e8-b2b9-ac1f6b6435d0,5
0efd4286-bb9e-11e8-b2b9-ac1f6b6435d0,22
0efe4a88-bbca-11e8-b2bc-ac1f6b6435d0,21
0f0116c6-bbb8-11e8-b2ba-ac1f6b6435d0,0
0f028a34-bba8-11e8-b2ba-ac1f6b6435d0,9 10
0f035ea6-bb9d-11e8-b2b9-ac1f6b6435d0,2 0
0f06cf06-bb9c-11e8-b2b9-ac1f6b6435d0,25 0
0f0801ba-bbaf-11e8-b2ba-ac1f6b6435d0,0
